RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
823362-572955,823362,2026-06-28,CIN,PIT,A,572955,Pierce Johnson,RELIEF_OR_BULK,1,13,3,2,13,13,3,3,False,False,27,6,2,4,4,2,2,2,2,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/823362/feed/live,True,8,Bot,71,76
823362-642701,823362,2026-06-28,PIT,CIN,H,642701,Dennis Santana,RELIEF_OR_BULK,1,14,4,4,14,14,4,4,False,False,23,5,3,0,0,0,2,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/823362/feed/live,True,9,Top,77,81
823362-656271,823362,2026-06-28,CIN,PIT,A,656271,Brock Burke,RELIEF_OR_BULK,1,20,4,3,20,20,4,4,False,False,9,3,4,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/823362/feed/live,True,7,Bot,63,70
823362-669387,823362,2026-06-28,PIT,CIN,H,669387,Carmen Mlodzinski,RELIEF_OR_BULK,3,39,11,9,0,0,0,0,False,False,42,10,6,0,0,3,1,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/823362/feed/live,True,7,Top,55,69
823362-670062,823362,2026-06-28,CIN,PIT,A,670062,Julian Garcia,RELIEF_OR_BULK,4,35,7,5,0,0,0,0,False,False,30,7,4,0,0,0,3,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/823362/feed/live,True,5,Bot,43,53
823362-685112,823362,2026-06-28,CIN,PIT,A,685112,Zach McCambley,RELIEF_OR_BULK,19,32,7,3,0,0,0,0,False,False,15,4,1,0,0,0,3,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/823362/feed/live,True,6,Bot,54,62
824821-544150,824821,2026-06-28,BAL,WSH,H,544150,Albert Suárez,RELIEF_OR_BULK,4,30,9,9,0,0,0,0,False,False,37,11,9,1,1,3,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/824821/feed/live,True,6,Top,44,63
824821-663992,824821,2026-06-28,WSH,BAL,A,663992,Richard Lovelady,RELIEF_OR_BULK,3,6,2,1,0,0,0,0,False,False,6,1,1,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/824821/feed/live,True,7,Bot,59,59
824821-664991,824821,2026-06-28,BAL,WSH,H,664991,Grant Wolfram,RELIEF_OR_BULK,1,10,3,3,10,10,3,3,False,False,9,3,3,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/824821/feed/live,True,9,Top,67,69
824821-669330,824821,2026-06-28,BAL,WSH,H,669330,Tyler Wells,RELIEF_OR_BULK,1,6,2,2,6,6,2,2,False,False,16,5,3,1,1,2,0,1,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/824821/feed/live,True,5,Top,35,39
824821-676571,824821,2026-06-28,WSH,BAL,A,676571,PJ Poulin,RELIEF_OR_BULK,0,11,3,2,11,11,3,3,True,False,25,6,6,0,0,0,1,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/824821/feed/live,True,8,Bot,64,72
824821-680730,824821,2026-06-28,WSH,BAL,A,680730,Mitchell Parker,RELIEF_OR_BULK,2,18,5,1,0,18,0,5,False,False,29,8,5,2,2,2,1,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/824821/feed/live,True,6,Bot,47,58
822795-641302,822795,2026-06-28,TEX,TOR,A,641302,Tyler Alexander,RELIEF_OR_BULK,0,15,3,3,15,15,3,3,True,False,10,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/822795/feed/live,True,9,Bot,71,73
822795-656546,822795,2026-06-28,TOR,TEX,H,656546,Jeff Hoffman,RELIEF_OR_BULK,0,20,4,3,20,20,4,4,True,False,24,4,4,0,0,0,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/822795/feed/live,True,7,Top,54,61
822795-668390,822795,2026-06-28,TEX,TOR,A,668390,Cole Winn,RELIEF_OR_BULK,3,15,5,2,0,0,0,0,False,False,28,8,6,2,2,2,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/822795/feed/live,True,7,Bot,55,66
822795-671936,822795,2026-06-28,TOR,TEX,H,671936,Adam Macko,RELIEF_OR_BULK,1,31,5,3,31,31,5,5,False,False,25,7,4,0,0,1,2,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/822795/feed/live,True,6,Top,44,53
822795-686973,822795,2026-06-28,TOR,TEX,H,686973,Louis Varland,RELIEF_OR_BULK,1,10,4,3,10,10,4,4,False,False,23,4,3,1,1,1,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,QA_VALIDATED_CANONICAL_V81,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-06-28.parquet,https://statsapi.mlb.com/api/v1.1/game/822795/feed/live,True,9,Top,67,70
