RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
822813-642397,822813,2026-05-24,PIT,TOR,A,642397,Gregory Soto,RELIEF_OR_BULK,4.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,22,5,3,0,0,0,1,1,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,9,Bot,71,75
822813-670990,822813,2026-05-24,PIT,TOR,A,670990,Yohan Ramírez,RELIEF_OR_BULK,0.0,19.0,6.0,5.0,19.0,19.0,6.0,6.0,True,False,16,3,1,0,0,1,1,0,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,7,Bot,56,58
822813-680755,822813,2026-05-24,TOR,PIT,H,680755,Braydon Fisher,RELIEF_OR_BULK,0.0,14.0,4.0,3.0,14.0,37.0,4.0,9.0,True,False,8,3,3,0,0,0,0,1,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,8,Top,61,63
822813-682254,822813,2026-05-24,PIT,TOR,A,682254,Mason Montgomery,RELIEF_OR_BULK,2.0,8.0,3.0,3.0,0.0,8.0,0.0,3.0,False,False,18,5,5,0,0,0,0,2,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,7,Bot,59,66
822813-684320,822813,2026-05-24,TOR,PIT,H,684320,Yariel Rodríguez,RELIEF_OR_BULK,0.0,20.0,4.0,2.0,20.0,20.0,4.0,4.0,True,False,15,4,3,0,0,0,0,1,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,9,Top,67,70
822813-689254,822813,2026-05-24,TOR,PIT,H,689254,Mason Fluharty,RELIEF_OR_BULK,1.0,8.0,3.0,1.0,8.0,8.0,3.0,3.0,False,False,19,4,2,0,0,1,1,2,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,5,Top,37,45
822813-695445,822813,2026-05-24,TOR,PIT,H,695445,Chase Lee,RELIEF_OR_BULK,4.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,False,False,22,7,5,2,2,1,2,0,1,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822813,https://statsapi.mlb.com/api/v1.1/game/822813/feed/live,True,6,Top,46,55
824839-445276,824839,2026-05-24,DET,BAL,A,445276,Kenley Jansen,RELIEF_OR_BULK,3.0,18.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,24,6,3,3,3,1,2,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-24.parquet,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-24.parquet,https://statsapi.mlb.com/api/v1.1/game/824839/feed/live,True,8,Bot,66,74
824839-608650,824839,2026-05-24,BAL,DET,H,608650,Dietrich Enns,RELIEF_OR_BULK,5.0,39.0,9.0,3.0,0.0,0.0,0.0,0.0,False,False,11,4,4,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-24.parquet,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-24.parquet,https://statsapi.mlb.com/api/v1.1/game/824839/feed/live,True,8,Top,60,69
824839-640448,824839,2026-05-24,DET,BAL,A,640448,Kyle Finnegan,RELIEF_OR_BULK,1.0,26.0,6.0,4.0,26.0,26.0,6.0,6.0,False,False,21,5,2,1,1,2,1,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-24.parquet,QA_VALIDATED_CANONICAL_V46,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-24.parquet,https://statsapi.mlb.com/api/v1.1/game/824839/feed/live,True,8,Bot,61,65
